iter	Passed	Remaining
206	44628	170968
207	44722	170287
208	44918	170002
209	45109	169697
210	45258	169236
211	45424	168841
212	45567	168364
213	45692	167822
214	45948	167763
215	46104	167341
216	46291	167032
217	46519	166873
218	46689	166504
219	46835	166052
220	46999	165668
221	47204	165428
222	47415	165211
223	47635	165022
224	47867	164878
225	48090	164700
226	48205	164152
227	48357	163738
228	48511	163328
229	48712	163081
230	48929	162886
231	49189	162834
232	49330	162388
233	49483	161986
234	49727	161879
235	49938	161664
236	50242	161750
237	50387	161324
238	50540	160927
239	50690	160519
240	50856	160166
241	51046	159890
242	51252	159662
243	51471	159477
244	51609	159041
245	51773	158687
246	51929	158312
247	52127	158064
248	52302	157748
249	52448	157345
250	52571	156877
251	52802	156730
252	52965	156384
253	53154	156115
254	53343	155848
255	53494	155467
256	53719	155306
257	53905	155031
258	54049	154636
259	54334	154643
260	54457	154191
261	54664	153979
262	54856	153722
263	55026	153407
264	55291	153355
265	55463	153045
266	55628	152717
267	55883	152637
268	56040	152287
269	56212	151982
270	56458	151874
271	56613	151525
272	56737	151092
273	56973	150958
274	57100	150537
275	57351	150444
276	57492	150061
277	57655	149738
278	57795	149356
279	57953	149023
280	58168	148837
281	58325	148501
282	58509	148238
283	58602	147743
284	58836	147608
285	59068	147465
286	59289	147294
287	59398	146845
288	59577	146573
289	59792	146388
290	59955	146076
291	60088	145694
292	60333	145584
293	60484	145245
294	60647	144936
295	60877	144789
296	60989	144363
297	61137	144022
298	61237	143569
299	61480	143453
300	61654	143177
301	61804	142847
302	61935	142472
303	62108	142195
304	62231	141806
305	62450	141636
306	62647	141416
307	62767	141022
308	62911	140684
309	63000	140227
310	63094	139782
311	63353	139701
312	63535	139453
313	63725	139222
314	63809	138760
315	63942	138406
316	64030	137958
317	64215	137719
318	64307	137282
319	64449	136955
320	64600	136646
321	64685	136200
322	64873	135973
323	65041	135704
324	65184	135382
325	65383	135179
326	65512	134832
327	65728	134663
328	65848	134298
329	65908	133813
330	66008	133412
331	66117	133031
332	66264	132727
333	66406	132414
334	66483	131974
335	66712	131835
336	66915	131647
337	67112	131444
338	67280	131188
339	67409	130853
340	67476	130401
341	67693	130241
342	67858	129979
343	68034	129739
344	68146	129380
345	68269	129041
346	68417	128751
347	68550	128433
348	68670	128093
349	68892	127943
350	69109	127783
351	69306	127586
352	69470	127329
353	69688	127172
354	69907	127015
355	70081	126776
356	70227	126487
357	70381	126214
358	70469	125824
359	70558	125437
360	70701	125147
361	70945	125037
362	71097	124764
363	71292	124566
364	71395	124209
365	71490	123839
366	71610	123513
367	71727	123184
368	71824	122821
369	71957	122521
370	72234	122467
371	72488	122373
372	72614	122061
373	72692	121672
374	72958	121597
375	73182	121452
376	73322	121166
377	73455	120872
378	73667	120705
379	73768	120359
380	73913	120084
381	74055	119807
382	74299	119693
383	74460	119447
384	74543	119075
385	74731	118873
386	74876	118602
387	74989	118281
388	75161	118055
389	75276	117739
390	75372	117396
391	75587	117237
392	75823	117110
393	75889	116722
394	76039	116465
395	76205	116232
396	76328	115935
397	76537	115767
398	76744	115597
399	76930	115395
400	77127	115210
401	77237	114895
402	77388	114642
403	77532	114379
404	77726	114190
405	77869	113926
406	77937	113555
407	78044	113241
408	78186	112978
409	78305	112683
410	78502	112501
411	78688	112303
412	78897	112137
413	79064	111912
414	79241	111701
415	79422	111496
416	79533	111193
417	79778	111078
418	79948	110858
419	80152	110686
420	80348	110503
421	80508	110270
422	80725	110114
423	80913	109919
424	81136	109772
425	81237	109461
426	81380	109206
427	81531	108962
428	81631	108651
429	81783	108410
430	81989	108241
431	82063	107898
432	82289	107754
433	82362	107413
434	82576	107254
435	82676	106948
436	82845	106732
437	82949	106433
438	83088	106179
439	83200	105891
440	83287	105572
441	83477	105386
442	83669	105200
443	83864	105020
444	83972	104730
445	84202	104592
446	84338	104338
447	84447	104051
448	84630	103856
449	84709	103534
450	84869	103310
451	84992	103043
452	85230	102915
453	85430	102742
454	85604	102537
455	85710	102251
456	85902	102067
457	85994	101766
458	86136	101525
459	86269	101272
460	86527	101167
461	86698	100960
462	86898	100787
463	87100	100616
464	87244	100378
465	87455	100217
466	87569	99945
467	87728	99725
468	87853	99467
469	87942	99169
470	88087	98934
471	88233	98701
472	88372	98461
473	88559	98274
474	88620	97948
475	88719	97665
476	88834	97400
477	89002	97194
478	89238	97062
479	89381	96829
480	89534	96608
481	89658	96354
482	89767	96086
483	89893	95836
484	90095	95668
485	90191	95387
486	90327	95149
487	90532	94985
488	90706	94787
489	90871	94580
490	91037	94374
491	91166	94130
492	91358	93952
493	91533	93757
494	91717	93570
495	91841	93322
496	91973	93083
497	92127	92867
498	92300	92670
499	92403	92403
500	92514	92145
501	92716	91978
502	92920	91812
503	93128	91650
504	93336	91488
505	93481	91264
506	93637	91051
507	93757	90804
508	93925	90603
509	94103	90412
510	94335	90273
511	94507	90077
512	94675	89877
513	94890	89721
514	95128	89587
515	95289	89380
516	95488	89208
517	95664	89015
518	95861	88842
519	96071	88681
520	96261	88501
521	96452	88321
522	96606	88109
523	96692	87834
524	96792	87574
525	96935	87352
526	97077	87130
527	97202	86893
528	97409	86729
529	97579	86532
530	97698	86291
531	97890	86114
532	98071	85927
533	98172	85670
534	98309	85446
535	98459	85233
536	98594	85008
537	98721	84775
538	98955	84635
539	99090	84410
540	99163	84132
541	99342	83946
542	99502	83743
543	99679	83554
544	99951	83445
545	100142	83268
546	100303	83066
547	100445	82848
548	100612	82652
549	100721	82408
550	100928	82244
551	101118	82067
552	101276	81863
553	101472	81691
554	101676	81524
555	101798	81292
556	101960	81092
557	102105	80879
558	102223	80644
559	102442	80490
560	102544	80244
561	102708	80046
562	102907	79876
563	103088	79692
564	103265	79505
565	103439	79315
566	103582	79102
567	103682	78856
568	103852	78664
569	104014	78467
570	104095	78208
571	104238	77996
572	104351	77762
573	104527	77576
574	104641	77343
575	104788	77135
576	104888	76893
577	105008	76666
578	105177	76476
579	105360	76295
580	105454	76050
581	105631	75865
582	105782	75662
583	105925	75453
584	106006	75200
585	106200	75028
586	106320	74804
587	106446	74584
588	106577	74369
589	106770	74196
590	106872	73961
591	107065	73788
592	107215	73586
593	107364	73383
594	107584	73229
595	107651	72972
596	107827	72788
597	108036	72626
598	108139	72393
599	108286	72191
600	108470	72013
601	108589	71791
602	108677	71550
603	108844	71361
604	108972	71147
605	109095	70930
606	109237	70725
607	109348	70500
608	109517	70314
609	109666	70114
610	109825	69921
611	110002	69740
612	110128	69526
613	110259	69316
614	110342	69076
615	110509	68889
616	110657	68690
617	110817	68498
618	110991	68316
619	111225	68170
620	111343	67953
621	111516	67770
622	111685	67585
623	111876	67412
624	112032	67219
625	112234	67054
626	112398	66865
627	112554	66672
628	112708	66478
629	112877	66293
630	112975	66066
631	113103	65857
632	113157	65606
633	113326	65421
634	113440	65206
635	113667	65054
636	113791	64845
637	113951	64655
638	114055	64434
639	114137	64202
640	114270	63998
641	114471	63832
642	114598	63626
643	114719	63416
644	114955	63270
645	115133	63091
646	115268	62889
647	115494	62737
648	115710	62580
649	115968	62444
650	116113	62248
651	116185	62013
652	116317	61810
653	116436	61601
654	116623	61427
655	116727	61210
656	116893	61026
657	117109	60868
658	117269	60681
659	117397	60477
660	117457	60238
661	117627	60057
662	117771	59862
663	117951	59686
664	118091	59489
665	118226	59290
666	118373	59097
667	118499	58894
668	118690	58724
669	118772	58499
670	118891	58293
671	119072	58118
672	119204	57919
673	119343	57724
674	119508	57541
675	119702	57372
676	119857	57184
677	119987	56985
678	120218	56833
679	120367	56643
680	120565	56476
681	120680	56270
682	120810	56071
683	121000	55901
684	121120	55697
685	121216	55483
686	121371	55297
687	121443	55073
688	121512	54848
689	121635	54648
690	121759	54448
691	121848	54232
692	122036	54062
693	122136	53852
694	122300	53671
695	122553	53529
696	122670	53327
697	122814	53137
698	122963	52949
699	123100	52757
700	123316	52598
701	123477	52416
702	123716	52266
703	123807	52055
704	123958	51869
705	124059	51662
706	124208	51475
707	124337	51280
708	124422	51067
709	124557	50875
710	124799	50727
711	124893	50518
712	125090	50351
713	125213	50155
714	125417	49991
715	125544	49797
716	125654	49595
717	125775	49399
718	125949	49223
719	126087	49034
720	126253	48855
721	126360	48654
722	126495	48463
723	126719	48307
724	126870	48123
725	126995	47929
726	127111	47732
727	127181	47518
728	127297	47321
729	127467	47145
730	127554	46938
731	127701	46754
732	127854	46571
733	128028	46397
734	128188	46217
735	128313	46025
736	128428	45829
737	128572	45645
738	128670	45443
739	128831	45265
740	128943	45069
741	129060	44875
742	129172	44680
743	129291	44487
744	129375	44282
745	129564	44114
746	129750	43944
747	129949	43779
748	130107	43600
749	130188	43396
750	130343	43216
751	130456	43022
752	130580	42833
753	130781	42668
754	130876	42469
755	131013	42284
756	131178	42108
757	131315	41924
758	131418	41728
759	131538	41538
760	131673	41353
761	131831	41175
762	132014	41005
763	132137	40817
764	132313	40645
765	132416	40450
766	132562	40270
767	132699	40086
768	132823	39898
769	132953	39713
770	133079	39526
771	133248	39353
772	133435	39184
773	133588	39006
774	133704	38817
775	133889	38648
776	134068	38477
777	134289	38319
778	134414	38132
779	134646	37977
780	134876	37820
781	135092	37660
782	135285	37492
783	135497	37330
784	135621	37144
785	135717	36951
786	135838	36764
787	136021	36594
788	136148	36409
789	136238	36215
790	136286	36009
791	136414	35826
792	136519	35636
793	136630	35448
794	136749	35262
795	136934	35093
796	137155	34934
797	137306	34756
798	137527	34597
799	137704	34426
800	137828	34242
801	138060	34084
802	138235	33913
803	138344	33725
804	138437	33534
805	138563	33351
806	138712	33174
807	138870	32998
808	139037	32825
809	139144	32638
810	139316	32467
811	139406	32276
812	139511	32089
813	139625	31904
814	139732	31718
815	139884	31542
816	140087	31378
817	140227	31199
818	140365	31021
819	140479	30836
820	140610	30656
821	140781	30485
822	140934	30310
823	141056	30128
824	141239	29959
825	141344	29774
826	141486	29597
827	141695	29434
828	141865	29262
829	142042	29093
830	142198	28918
831	142303	28734
832	142432	28554
833	142567	28376
834	142677	28193
835	142873	28027
836	142961	27840
837	143120	27667
838	143245	27488
839	143371	27308
840	143560	27141
841	143675	26960
842	143771	26775
843	143947	26606
844	144120	26436
845	144265	26261
846	144408	26085
847	144511	25902
848	144661	25728
849	144815	25555
850	144930	25375
851	145131	25210
852	145241	25029
853	145428	24862
854	145606	24693
855	145717	24513
856	145892	24343
857	146073	24175
858	146238	24004
859	146475	23844
860	146677	23679
861	146820	23504
862	146883	23317
863	147071	23150
864	147199	22973
865	147407	22808
866	147598	22641
867	147775	22472
868	147917	22298
869	148031	22119
870	148200	21949
871	148340	21774
872	148446	21595
873	148594	21422
874	148784	21254
875	148871	21073
876	148939	20888
877	149061	20712
878	149194	20537
879	149338	20364
880	149510	20194
881	149684	20025
882	149881	19859
883	150022	19686
884	150220	19520
885	150368	19347
886	150496	19172
887	150649	19000
888	150791	18827
889	150882	18648
890	151053	18478
891	151182	18304
892	151353	18135
893	151525	17966
894	151722	17799
895	151859	17626
896	152060	17460
897	152182	17285
898	152334	17114
899	152472	16941
900	152654	16773
901	152801	16601
902	152962	16431
903	153086	16256
904	153255	16087
905	153391	15914
906	153578	15747
907	153675	15570
908	153844	15401
909	154023	15233
910	154154	15060
911	154282	14886
912	154431	14715
913	154617	14548
914	154739	14374
915	154904	14205
916	155103	14038
917	155245	13867
918	155388	13695
919	155448	13517
920	155594	13346
921	155761	13177
922	155990	13013
923	156260	12852
924	156423	12682
925	156622	12516
926	156799	12347
927	156905	12173
928	157039	12001
929	157144	11828
930	157306	11658
931	157530	11493
932	157631	11319
933	157815	11151
934	157966	10981
935	158063	10807
936	158163	10634
937	158369	10467
938	158479	10295
939	158687	10128
940	158805	9956
941	158971	9788
942	159102	9617
943	159218	9445
944	159289	9270
945	159432	9100
946	159514	8927
947	159680	8758
948	159813	8588
949	160046	8423
950	160159	8252
951	160367	8085
952	160527	7916
953	160693	7748
954	160897	7581
955	161037	7411
956	161304	7247
957	161443	7077
958	161624	6909
959	161763	6740
960	161968	6573
961	162207	6407
962	162356	6238
963	162506	6068
964	162621	5898
965	162827	5730
966	162951	5560
967	163109	5392
968	163313	5224
969	163408	5053
970	163508	4883
971	163699	4715
972	163899	4548
973	164041	4378
974	164215	4210
975	164382	4042
976	164606	3875
977	164806	3707
978	164914	3537
979	165100	3369
980	165223	3200
981	165337	3030
982	165448	2861
983	165646	2693
984	165826	2525
985	166020	2357
986	166235	2189
987	166380	2020
988	166530	1852
989	166759	1684
990	166932	1516
991	167072	1347
992	167194	1178
993	167360	1010
994	167491	841
995	167702	673
996	167876	505
997	168054	336
998	168198	168
999	168445	0
