iter	RMSE
0	678.7589751
1	656.0433538
2	634.6655933
3	613.5049788
4	593.6559157
5	574.428301
6	556.1851655
7	538.4319187
8	520.7182937
9	504.6105412
10	488.2892075
11	472.4750666
12	457.8253803
13	443.1122987
14	428.8914751
15	415.1281217
16	401.632645
17	388.4471607
18	375.7704661
19	363.7364242
20	352.2118953
21	340.7048749
22	329.5212511
23	318.8912071
24	309.0137705
25	299.1707109
26	289.5434887
27	280.298701
28	271.365379
29	262.7615057
30	254.4101906
31	246.2913324
32	238.4016283
33	230.8108833
34	223.5289302
35	216.6758691
36	209.8411091
37	203.425284
38	197.1600411
39	190.932897
40	185.0761259
41	179.3808341
42	173.8037048
43	168.4590456
44	163.4074907
45	158.4983686
46	153.7613645
47	149.3037548
48	145.0598469
49	140.8658986
50	136.6861293
51	132.7387426
52	129.0382152
53	125.3690922
54	121.7941957
55	118.3517784
56	115.1918736
57	111.9955121
58	108.9785912
59	106.1619666
60	103.3064918
61	100.7410138
62	98.09166374
63	95.74697898
64	93.30422847
65	90.95873744
66	88.8102626
67	86.58611649
68	84.52039023
69	82.6099998
70	80.7633382
71	78.91864029
72	77.23650226
73	75.61130606
74	73.9885698
75	72.34127807
76	70.77261026
77	69.34101096
78	68.0661216
79	66.83099197
80	65.57686988
81	64.32038758
82	63.15548861
83	62.08168336
84	60.96367267
85	59.92425435
86	58.94910744
87	58.01159393
88	57.06804725
89	56.19912966
90	55.32842877
91	54.51533853
92	53.7737707
93	52.97019651
94	52.36432086
95	51.63605496
96	50.99044587
97	50.32012387
98	49.72465855
99	49.06727907
100	48.51698046
101	48.03505717
102	47.51010145
103	46.96881747
104	46.53333428
105	46.0156284
106	45.5507595
107	45.12074171
108	44.67880954
109	44.32602232
110	43.99601397
111	43.63906778
112	43.24437524
113	42.95236648
114	42.68473677
115	42.42122967
116	42.17897331
117	41.90089131
118	41.64124299
119	41.37637666
120	41.12281125
121	40.88678705
122	40.68629934
123	40.44772928
124	40.22404575
125	40.03157301
126	39.80146876
127	39.62076839
128	39.36672334
129	39.18586722
130	38.99912881
131	38.78545485
132	38.59554581
133	38.42956036
134	38.31563249
135	38.10527526
136	37.92022089
137	37.72822233
138	37.59102182
139	37.43557706
140	37.3312442
141	37.21806744
142	37.09390466
143	36.94604023
144	36.73499771
145	36.61825645
146	36.43861947
147	36.31691657
148	36.18918712
149	36.0495268
150	35.96030722
151	35.83960175
152	35.7530916
153	35.66532385
154	35.57671886
155	35.47988353
156	35.41218896
157	35.35065278
158	35.22624874
159	35.14028561
160	35.03546802
161	34.98676534
162	34.88162296
163	34.82910597
164	34.75594895
165	34.59648703
166	34.52920616
167	34.46826423
168	34.38227835
169	34.31363974
170	34.24588553
171	34.15167764
172	34.06212836
173	33.99708913
174	33.95926554
175	33.90442003
176	33.82401958
177	33.69724844
178	33.63272955
179	33.55474116
180	33.47756486
181	33.36608392
182	33.27979455
183	33.25566041
184	33.1703593
185	33.09592834
186	33.06298796
187	32.9773439
188	32.9244274
189	32.89383892
190	32.86718464
191	32.78562443
192	32.72456424
193	32.66853959
194	32.57064222
195	32.50119774
196	32.4032987
197	32.35954709
198	32.32485405
199	32.28639637
200	32.21614596
201	32.16628859
202	32.13396319
203	32.04122639
204	31.98976786
205	31.93385258
206	31.89372731
207	31.86904508
208	31.83417144
209	31.77504884
210	31.72314828
211	31.69612833
212	31.62510174
213	31.52718418
214	31.46393851
215	31.43835822
216	31.38806004
217	31.30589924
218	31.28098625
219	31.25465554
220	31.21366701
221	31.15518939
222	31.11897071
223	31.03591263
224	31.01018272
225	30.9872853
226	30.93370049
227	30.90108457
228	30.84266404
229	30.81090438
230	30.74531663
231	30.72279561
232	30.70694724
233	30.68040203
234	30.64488284
235	30.61669457
236	30.56340748
237	30.54438526
238	30.49792684
239	30.45222789
240	30.43739538
241	30.39800925
242	30.36736086
243	30.33974613
244	30.3002882
245	30.25461381
246	30.2252428
247	30.17173623
248	30.15542956
249	30.10515351
250	30.06768509
251	30.0425199
252	30.02155888
253	29.99467579
254	29.95467602
255	29.91970309
256	29.88454234
257	29.83900514
258	29.82528955
259	29.79871788
260	29.76322234
261	29.74134537
262	29.72481843
263	29.64540081
264	29.59103248
265	29.53536513
266	29.47510078
267	29.42612579
268	29.40977591
269	29.38835855
270	29.36016608
271	29.33172146
272	29.27251836
273	29.20774158
274	29.12547755
275	29.09525736
276	29.05107774
277	29.02835135
278	28.99497313
279	28.95337782
280	28.88096847
281	28.85099744
282	28.82234225
283	28.76851484
284	28.74832988
285	28.69563543
286	28.67164246
287	28.62685439
288	28.58035375
289	28.51956517
290	28.49334835
291	28.38213178
292	28.32528743
293	28.29042914
294	28.2668074
295	28.21886623
296	28.17103955
297	28.1592264
298	28.14260007
299	28.0731628
300	28.05663185
301	28.02511163
302	27.98959233
303	27.96478168
304	27.93790801
305	27.91550802
306	27.89924017
307	27.86795113
308	27.83692414
309	27.78896472
310	27.77662381
311	27.70961135
312	27.65930854
313	27.63227606
314	27.60604793
315	27.56664989
316	27.54316501
317	27.5232219
318	27.50996669
319	27.49570884
320	27.47066482
321	27.42787997
322	27.40926479
323	27.38302801
324	27.36848972
325	27.35019945
326	27.30720522
327	27.28089782
328	27.2409043
329	27.20630254
330	27.18126618
331	27.1548163
332	27.13294235
333	27.08571892
334	27.04491322
335	27.02230108
336	26.99729116
337	26.96353644
338	26.95125125
339	26.91144256
340	26.89220731
341	26.86536981
342	26.8491887
343	26.82897017
344	26.79866639
345	26.78258416
346	26.77208653
347	26.75905961
348	26.72441053
349	26.70292538
350	26.67680867
351	26.63780913
352	26.60533967
353	26.57028822
354	26.53553329
355	26.49645269
356	26.43954161
357	26.40682082
358	26.3834711
359	26.37126778
360	26.34826335
361	26.30852912
362	26.27551847
363	26.25360571
364	26.22152025
365	26.20102675
366	26.16211659
367	26.13209676
368	26.12569224
369	26.11552544
370	26.10122023
371	26.07968572
372	26.05835392
373	26.04059116
374	26.00588301
375	25.9855773
376	25.94030816
377	25.92634991
378	25.8997625
379	25.88289256
380	25.87635625
381	25.84854852
382	25.81676397
383	25.80341542
384	25.76308953
385	25.7266616
386	25.70102431
387	25.68146329
388	25.66043424
389	25.6406853
390	25.62647287
391	25.58845046
392	25.55751028
393	25.53010196
394	25.51152161
395	25.49436593
396	25.48801286
397	25.46540006
398	25.44484506
399	25.42089189
400	25.41454066
401	25.39747682
402	25.39617724
403	25.37389861
404	25.34663198
405	25.33989478
406	25.31524321
407	25.28510258
408	25.24365513
409	25.23741637
410	25.21788965
411	25.17850418
412	25.14765333
413	25.10169434
414	25.08048777
415	25.05262622
416	25.03043556
417	25.01964052
418	24.99501186
419	24.98078857
420	24.95959331
421	24.92993104
422	24.90575296
423	24.88044647
424	24.86935882
425	24.86143914
426	24.85540905
427	24.83218757
428	24.81653536
429	24.79507872
430	24.78534509
431	24.76310096
432	24.74224881
433	24.73219575
434	24.71577396
435	24.70581826
436	24.69451622
437	24.67047676
438	24.64523817
439	24.62930954
440	24.60991471
441	24.59707045
442	24.57855631
443	24.57410495
444	24.56034512
445	24.53963619
446	24.51193309
447	24.50610792
448	24.49829303
449	24.47022155
450	24.45121469
451	24.43440046
452	24.42198824
453	24.4078545
454	24.39059123
455	24.37328091
456	24.36351071
457	24.35097281
458	24.34066544
459	24.3230305
460	24.31144117
461	24.28927343
462	24.26556819
463	24.22996401
464	24.22651869
465	24.19952441
466	24.18531958
467	24.16796494
468	24.13166135
469	24.11236386
470	24.10045571
471	24.09381897
472	24.06927013
473	24.04812683
474	24.02722478
475	24.00685723
476	23.97952728
477	23.96305929
478	23.95829515
479	23.94544447
480	23.92571059
481	23.90268979
482	23.89140335
483	23.87615098
484	23.86773608
485	23.86369175
486	23.85088726
487	23.84076539
488	23.81116809
489	23.79522156
490	23.78810047
491	23.77181064
492	23.76903887
493	23.74317525
494	23.72484792
495	23.71761571
496	23.69254628
497	23.68755441
498	23.68510123
499	23.68088917
500	23.66339556
501	23.65096242
502	23.63137691
503	23.61751812
504	23.60583882
505	23.6049056
506	23.59270371
507	23.5745802
508	23.54941712
509	23.54146961
510	23.52322777
511	23.50994679
512	23.47694376
513	23.46471763
514	23.45053903
515	23.41525248
516	23.40610009
517	23.39038586
518	23.37821035
519	23.37316887
520	23.35886501
521	23.34672026
522	23.33840872
523	23.32023797
524	23.29321102
525	23.28842483
526	23.26134037
527	23.2494789
528	23.22843696
529	23.22116615
530	23.20459368
531	23.1956913
532	23.17035242
533	23.1564568
534	23.1498564
535	23.12646943
536	23.12407057
537	23.11102419
538	23.10839514
539	23.09921504
540	23.08928448
541	23.08112971
542	23.07456345
543	23.05904647
544	23.03877607
545	23.02601293
546	23.01038403
547	23.00944118
548	23.00808576
549	22.99975152
550	22.98660459
551	22.96846809
552	22.96326999
553	22.9579087
554	22.93583838
555	22.93388167
556	22.92867989
557	22.92307987
558	22.91287412
559	22.90378155
560	22.89400778
561	22.88156295
562	22.87365309
563	22.85828005
564	22.8427984
565	22.83486793
566	22.82167704
567	22.81042562
568	22.78982777
569	22.78657779
570	22.78190242
571	22.76108787
572	22.7494218
573	22.72386316
574	22.7111307
575	22.70199543
576	22.69220451
577	22.6795049
578	22.66854376
579	22.66579096
580	22.65963272
581	22.6402564
582	22.628703
583	22.603994
584	22.59850684
585	22.58025227
586	22.56940721
587	22.54279289
588	22.53206589
589	22.52261803
590	22.51734976
591	22.5145651
592	22.49545799
593	22.48081012
594	22.47265265
595	22.46103551
596	22.4507806
597	22.44466961
598	22.43271716
599	22.42350349
600	22.41388964
601	22.41206305
602	22.40142818
603	22.38395184
604	22.37373114
605	22.36672379
606	22.35235855
607	22.34536502
608	22.33375902
609	22.32172858
610	22.30071004
611	22.28847698
612	22.26677553
613	22.25946627
614	22.24121304
615	22.23020314
616	22.21751893
617	22.21490579
618	22.20876891
619	22.1980826
620	22.18400125
621	22.17622342
622	22.16723045
623	22.1615072
624	22.13023928
625	22.11558417
626	22.10133472
627	22.08639613
628	22.07282776
629	22.07041939
630	22.06239783
631	22.05207234
632	22.04688366
633	22.04437279
634	22.02665399
635	22.02225666
636	22.02032091
637	22.01486111
638	22.00500665
639	21.99912063
640	21.98085936
641	21.97137495
642	21.9549024
643	21.93868111
644	21.92269674
645	21.9089581
646	21.90149357
647	21.88919163
648	21.88435259
649	21.87040268
650	21.86222762
651	21.8412901
652	21.83675117
653	21.82441646
654	21.81108241
655	21.8001878
656	21.79460901
657	21.78232596
658	21.7666558
659	21.75869411
660	21.7573822
661	21.75064145
662	21.73354102
663	21.71961512
664	21.70291092
665	21.69846886
666	21.69108869
667	21.67771478
668	21.66592065
669	21.65912831
670	21.65217778
671	21.64588254
672	21.62412118
673	21.61734582
674	21.60622254
675	21.59149051
676	21.58703192
677	21.58495787
678	21.57783357
679	21.56601626
680	21.55812857
681	21.55103431
682	21.54332204
683	21.5287634
684	21.52371069
685	21.51393429
686	21.49262002
687	21.48589639
688	21.47898921
689	21.46547898
690	21.46037886
691	21.45808232
692	21.44985275
693	21.43551554
694	21.41122338
695	21.40454243
696	21.39467977
697	21.38958641
698	21.38475929
699	21.3667373
700	21.36083142
701	21.35543915
702	21.34684969
703	21.33959428
704	21.32866716
705	21.32471939
706	21.32136126
707	21.31553224
708	21.29713342
709	21.28477422
710	21.28341036
711	21.27566969
712	21.26261834
713	21.25772231
714	21.248387
715	21.23367532
716	21.22677958
717	21.21315791
718	21.2085274
719	21.19610429
720	21.1884034
721	21.1791681
722	21.17094425
723	21.16219865
724	21.15381525
725	21.15078323
726	21.14419754
727	21.13095961
728	21.11789931
729	21.11083975
730	21.10256303
731	21.09931372
732	21.09177885
733	21.08620866
734	21.0752466
735	21.0571553
736	21.04317489
737	21.03620954
738	21.02329523
739	21.01900582
740	21.00991213
741	21.00016776
742	20.98821209
743	20.98404557
744	20.97727233
745	20.97425329
746	20.95781507
747	20.94926805
748	20.94077905
749	20.93274968
750	20.93036909
751	20.92080716
752	20.90591027
753	20.89309183
754	20.87484953
755	20.85963407
756	20.84481474
757	20.83454381
758	20.82683131
759	20.81400493
760	20.80598903
761	20.79505166
762	20.79077234
763	20.78566045
764	20.78229976
765	20.77652433
766	20.76844882
767	20.75862012
768	20.74930983
769	20.74261094
770	20.73937107
771	20.73462327
772	20.71603481
773	20.69735878
774	20.68917537
775	20.68097572
776	20.67162383
777	20.66316597
778	20.65471403
779	20.65016955
780	20.64633259
781	20.63937161
782	20.63248047
783	20.62265729
784	20.61904889
785	20.60171187
786	20.59208225
787	20.57663282
788	20.57185565
789	20.5629398
790	20.55415833
791	20.5483958
792	20.54118671
793	20.52515697
794	20.51250055
795	20.49747846
796	20.48948346
797	20.48656024
798	20.47454941
799	20.46372028
800	20.44750656
801	20.44419242
802	20.43924267
803	20.43044853
804	20.42593909
805	20.41601047
806	20.40790466
807	20.40095261
808	20.38738939
809	20.38072987
810	20.37306204
811	20.36484562
812	20.34533172
813	20.34251417
814	20.33786097
815	20.32704941
816	20.31252804
817	20.30403544
818	20.28929526
819	20.2868676
820	20.28021841
821	20.26949488
822	20.26476159
823	20.25248852
824	20.24585158
825	20.22626264
826	20.22277724
827	20.20607484
828	20.19680945
829	20.18422029
830	20.1699066
831	20.16504062
832	20.15993231
833	20.14956223
834	20.14373673
835	20.13283942
836	20.12980428
837	20.12343076
838	20.1213876
839	20.11581133
840	20.10158013
841	20.09907476
842	20.09142912
843	20.08171348
844	20.07143715
845	20.0612834
846	20.05434688
847	20.04170488
848	20.03066171
849	20.01521811
850	20.01249889
851	20.00295486
852	19.9967599
853	19.99044592
854	19.98127089
855	19.97588537
856	19.96621069
857	19.96311771
858	19.95053496
859	19.94245596
860	19.93519068
861	19.9217788
862	19.91868114
863	19.90918473
864	19.90451606
865	19.90378252
866	19.90263036
867	19.89564342
868	19.88392277
869	19.87343035
870	19.86597569
871	19.85168051
872	19.84221409
873	19.83934459
874	19.83290073
875	19.82881121
876	19.81771717
877	19.81078378
878	19.80246831
879	19.79440662
880	19.78703083
881	19.7775011
882	19.77098279
883	19.7656153
884	19.76370974
885	19.75504236
886	19.74521214
887	19.7411628
888	19.73230347
889	19.72761301
890	19.72010789
891	19.71407404
892	19.68252409
893	19.67590752
894	19.67369256
895	19.67106668
896	19.6598857
897	19.64976971
898	19.64349617
899	19.63913105
900	19.62581586
901	19.6176204
902	19.61146186
903	19.60564941
904	19.59983396
905	19.58570346
906	19.57994905
907	19.56813612
908	19.55825073
909	19.55774798
910	19.55507494
911	19.54842854
912	19.54211672
913	19.53564003
914	19.52853033
915	19.51772827
916	19.50697788
917	19.49912713
918	19.48667076
919	19.48353199
920	19.47782422
921	19.46967452
922	19.46336578
923	19.45992789
924	19.45164275
925	19.44861672
926	19.44292529
927	19.43546507
928	19.43004331
929	19.42180345
930	19.4205974
931	19.41166834
932	19.40034534
933	19.39217291
934	19.38340701
935	19.37727459
936	19.37108844
937	19.36242486
938	19.34880055
939	19.3326954
940	19.32962077
941	19.31579622
942	19.31513304
943	19.31189523
944	19.29298206
945	19.28749338
946	19.2826945
947	19.27575982
948	19.26495395
949	19.26042291
950	19.25472947
951	19.24578888
952	19.23867121
953	19.2308825
954	19.22023707
955	19.2151286
956	19.2043603
957	19.20157924
958	19.19525721
959	19.19291577
960	19.19012748
961	19.17730776
962	19.16834785
963	19.16418044
964	19.15277641
965	19.14531522
966	19.14378468
967	19.12921557
968	19.11815916
969	19.10778453
970	19.10395628
971	19.10102054
972	19.09458726
973	19.08802961
974	19.08496848
975	19.07137112
976	19.06167495
977	19.05262015
978	19.04220218
979	19.03867379
980	19.03211629
981	19.02519744
982	19.02276933
983	19.00980696
984	18.9981499
985	18.99002916
986	18.98450571
987	18.97853886
988	18.96733647
989	18.96187051
990	18.95874486
991	18.9532866
992	18.9501755
993	18.94308559
994	18.9353849
995	18.93109384
996	18.92310994
997	18.91477521
998	18.91092549
999	18.90301345
