iter	Passed	Remaining
331	55055	110773
332	55145	110456
333	55295	110260
334	55408	109990
335	55572	109821
336	55735	109651
337	55906	109497
338	56029	109248
339	56159	109015
340	56311	108825
341	56576	108852
342	56775	108750
343	56975	108651
344	57177	108553
345	57297	108301
346	57548	108298
347	57660	108030
348	57770	107761
349	57985	107687
350	58203	107618
351	58317	107357
352	58509	107239
353	58610	106955
354	58743	106730
355	58913	106572
356	59041	106340
357	59281	106309
358	59454	106156
359	59610	105973
360	59816	105879
361	60064	105858
362	60247	105723
363	60492	105695
364	60563	105364
365	60706	105159
366	60876	104999
367	61010	104778
368	61264	104763
369	61408	104560
370	61747	104688
371	61896	104491
372	62117	104418
373	62335	104336
374	62553	104255
375	62801	104224
376	63060	104208
377	63192	103982
378	63317	103746
379	63488	103586
380	63608	103342
381	63721	103088
382	63882	102912
383	63994	102657
384	64337	102772
385	64579	102725
386	64781	102612
387	64944	102438
388	65187	102389
389	65596	102599
390	65840	102549
391	66041	102431
392	66271	102358
393	66448	102202
394	66685	102137
395	66812	101905
396	66953	101694
397	67240	101705
398	67357	101457
399	67714	101571
400	67927	101467
401	68173	101412
402	68344	101244
403	68462	100999
404	68636	100836
405	68750	100585
406	68959	100473
407	69123	100297
408	69282	100112
409	69488	99995
410	69666	99838
411	69895	99754
412	70018	99517
413	70242	99425
414	70363	99187
415	70585	99091
416	70754	98920
417	70933	98764
418	71189	98714
419	71370	98559
420	71561	98417
421	71731	98247
422	71842	97997
423	72012	97828
424	72229	97721
425	72349	97485
426	72499	97288
427	72633	97070
428	72791	96885
429	73008	96778
430	73221	96665
431	73446	96569
432	73678	96479
433	73939	96427
434	74131	96286
435	74284	96093
436	74429	95889
437	74681	95824
438	74842	95640
439	75030	95493
440	75351	95513
441	75518	95338
442	75719	95204
443	75966	95128
444	76129	94947
445	76253	94718
446	76457	94588
447	76689	94492
448	76868	94331
449	77098	94230
450	77214	93993
451	77504	93965
452	77606	93710
453	77728	93479
454	77960	93381
455	78125	93202
456	78418	93175
457	78722	93160
458	78853	92940
459	79023	92766
460	79180	92577
461	79381	92439
462	79466	92167
463	79610	91963
464	79763	91771
465	80017	91693
466	80185	91517
467	80290	91270
468	80458	91094
469	80632	90925
470	80804	90754
471	81054	90670
472	81178	90445
473	81343	90266
474	81497	90076
475	81716	89956
476	81885	89781
477	82030	89581
478	82225	89434
479	82331	89192
480	82519	89039
481	82717	88896
482	82878	88712
483	83038	88528
484	83107	88248
485	83337	88138
486	83560	88022
487	83751	87870
488	83953	87731
489	84068	87499
490	84167	87253
491	84343	87086
492	84523	86923
493	84727	86785
494	84902	86617
495	85087	86459
496	85319	86349
497	85416	86102
498	85509	85851
499	85627	85627
500	85737	85395
501	86013	85328
502	86189	85160
503	86347	84976
504	86500	84787
505	86639	84585
506	86692	84298
507	86817	84083
508	86957	83882
509	87133	83716
510	87297	83539
511	87451	83352
512	87548	83110
513	87751	82971
514	87899	82778
515	88086	82623
516	88276	82471
517	88373	82231
518	88619	82130
519	88866	82030
520	89078	81897
521	89168	81652
522	89415	81551
523	89618	81409
524	89828	81273
525	90001	81104
526	90192	80951
527	90355	80772
528	90515	80590
529	90699	80431
530	90844	80237
531	91028	80077
532	91139	79853
533	91290	79665
534	91448	79483
535	91561	79262
536	91747	79104
537	91877	78898
538	91993	78680
539	92157	78504
540	92301	78311
541	92400	78080
542	92579	77916
543	92703	77707
544	92799	77474
545	92960	77296
546	93190	77176
547	93345	76992
548	93561	76860
549	93759	76712
550	93978	76581
551	94154	76414
552	94262	76194
553	94467	76051
554	94630	75875
555	94799	75702
556	95035	75585
557	95250	75449
558	95397	75259
559	95509	75043
560	95569	74785
561	95683	74572
562	95878	74421
563	96036	74240
564	96200	74065
565	96317	73854
566	96436	73645
567	96508	73400
568	96655	73213
569	96838	73053
570	96932	72826
571	97093	72650
572	97257	72476
573	97431	72309
574	97591	72132
575	97806	71996
576	97908	71777
577	98044	71582
578	98148	71365
579	98316	71194
580	98437	70990
581	98597	70814
582	98737	70623
583	98883	70437
584	99030	70252
585	99251	70119
586	99387	69927
587	99499	69717
588	99655	69538
589	99790	69345
590	99983	69193
591	100128	69007
592	100271	68820
593	100453	68660
594	100554	68444
595	100781	68314
596	100994	68175
597	101194	68026
598	101392	67877
599	101600	67733
600	101830	67604
601	102027	67453
602	102121	67234
603	102358	67109
604	102426	66873
605	102593	66702
606	102827	66575
607	103020	66420
608	103211	66265
609	103383	66097
610	103592	65953
611	103752	65777
612	104019	65670
613	104142	65470
614	104222	65245
615	104349	65049
616	104563	64907
617	104630	64674
618	104808	64510
619	104912	64301
620	105132	64162
621	105248	63961
622	105413	63789
623	105502	63571
624	105708	63425
625	105910	63275
626	106071	63101
627	106185	62899
628	106363	62735
629	106545	62574
630	106709	62402
631	106937	62267
632	107131	62112
633	107310	61948
634	107440	61757
635	107586	61574
636	107796	61429
637	107906	61225
638	108066	61051
639	108193	60859
640	108425	60724
641	108559	60536
642	108720	60362
643	108936	60219
644	109019	60002
645	109161	59819
646	109261	59612
647	109429	59443
648	109571	59259
649	109677	59057
650	109803	58865
651	109883	58649
652	109936	58419
653	110134	58266
654	110279	58086
655	110496	57943
656	110707	57796
657	110821	57600
658	110957	57415
659	111149	57259
660	111277	57069
661	111395	56875
662	111619	56735
663	111737	56542
664	111928	56385
665	112069	56203
666	112140	55985
667	112234	55781
668	112389	55606
669	112501	55411
670	112665	55241
671	112820	55067
672	112936	54874
673	113075	54692
674	113255	54530
675	113373	54338
676	113522	54161
677	113631	53966
678	113776	53788
679	113911	53605
680	114115	53454
681	114215	53256
682	114322	53060
683	114603	52945
684	114715	52752
685	114861	52574
686	115004	52396
687	115192	52238
688	115339	52062
689	115512	51896
690	115643	51713
691	115791	51537
692	115911	51349
693	116064	51175
694	116319	51046
695	116438	50858
696	116499	50644
697	116633	50463
698	116792	50292
699	116985	50136
700	117088	49942
701	117315	49800
702	117421	49607
703	117574	49434
704	117840	49309
705	118000	49138
706	118155	48966
707	118328	48802
708	118511	48641
709	118701	48483
710	118844	48306
711	118948	48113
712	119070	47928
713	119219	47754
714	119412	47597
715	119527	47410
716	119638	47221
717	119785	47046
718	119901	46859
719	120057	46689
720	120227	46523
721	120335	46333
722	120490	46162
723	120694	46010
724	120815	45826
725	120964	45653
726	121041	45453
727	121209	45287
728	121444	45145
729	121669	45001
730	121791	44818
731	121938	44644
732	122021	44447
733	122115	44254
734	122389	44126
735	122636	43989
736	122866	43845
737	123062	43688
738	123229	43522
739	123429	43367
740	123586	43196
741	123671	43001
742	123757	42807
743	123886	42627
744	124038	42455
745	124236	42300
746	124451	42150
747	124551	41961
748	124704	41790
749	124836	41612
750	125024	41452
751	125145	41271
752	125281	41095
753	125409	40916
754	125493	40723
755	125668	40559
756	125883	40409
757	126002	40227
758	126135	40050
759	126254	39869
760	126411	39700
761	126622	39548
762	126794	39384
763	126931	39209
764	127116	39048
765	127329	38896
766	127487	38728
767	127654	38562
768	127855	38406
769	127966	38223
770	128107	38049
771	128205	37863
772	128383	37701
773	128568	37540
774	128668	37355
775	128897	37207
776	129054	37038
777	129125	36845
778	129295	36680
779	129361	36486
780	129576	36334
781	129742	36168
782	129917	36005
783	130049	35829
784	130210	35662
785	130315	35480
786	130466	35310
787	130654	35150
788	130804	34980
789	130931	34804
790	131069	34631
791	131215	34460
792	131360	34289
793	131534	34126
794	131712	33963
795	131840	33788
796	132015	33625
797	132107	33440
798	132285	33278
799	132440	33110
800	132605	32944
801	132751	32773
802	132991	32626
803	133259	32486
804	133345	32301
805	133513	32136
806	133675	31969
807	133804	31795
808	133917	31617
809	134175	31473
810	134317	31302
811	134478	31135
812	134641	30969
813	134858	30815
814	134964	30636
815	135096	30463
816	135243	30293
817	135414	30128
818	135585	29964
819	135688	29785
820	135835	29615
821	136025	29455
822	136121	29275
823	136233	29098
824	136409	28935
825	136569	28768
826	136702	28596
827	136856	28429
828	137001	28259
829	137163	28093
830	137291	27920
831	137480	27760
832	137695	27605
833	137840	27435
834	137977	27265
835	138100	27091
836	138212	26915
837	138405	26756
838	138615	26599
839	138704	26419
840	138867	26254
841	139046	26091
842	139260	25935
843	139366	25759
844	139524	25593
845	139594	25410
846	139719	25238
847	139963	25087
848	140070	24912
849	140220	24744
850	140312	24566
851	140379	24385
852	140617	24233
853	140832	24076
854	141073	23924
855	141195	23752
856	141396	23593
857	141609	23436
858	141732	23264
859	141926	23104
860	142097	22940
861	142230	22770
862	142326	22594
863	142495	22429
864	142588	22253
865	142700	22080
866	142841	21912
867	142978	21743
868	143190	21585
869	143379	21424
870	143599	21267
871	143757	21102
872	143875	20930
873	144106	20775
874	144247	20606
875	144342	20432
876	144499	20266
877	144601	20092
878	144768	19928
879	144957	19766
880	145168	19608
881	145382	19450
882	145595	19291
883	145776	19129
884	145967	18967
885	146121	18801
886	146245	18631
887	146432	18468
888	146560	18299
889	146673	18128
890	146827	17962
891	146984	17796
892	147181	17635
893	147305	17465
894	147455	17299
895	147574	17129
896	147690	16958
897	147854	16794
898	148013	16628
899	148199	16466
900	148399	16305
901	148535	16138
902	148684	15971
903	148882	15810
904	148978	15638
905	149118	15471
906	149235	15301
907	149428	15140
908	149605	14976
909	149774	14812
910	149914	14645
911	150091	14482
912	150259	14318
913	150416	14152
914	150498	13980
915	150602	13810
916	150761	13645
917	150875	13476
918	150972	13306
919	151136	13142
920	151240	12972
921	151457	12813
922	151632	12649
923	151834	12488
924	151994	12323
925	152107	12155
926	152301	11993
927	152483	11830
928	152636	11665
929	152786	11500
930	153027	11341
931	153205	11178
932	153447	11019
933	153600	10853
934	153769	10689
935	153925	10524
936	154076	10359
937	154187	10191
938	154321	10025
939	154419	9856
940	154572	9691
941	154743	9527
942	154921	9364
943	155065	9198
944	155234	9034
945	155383	8869
946	155578	8707
947	155733	8542
948	155850	8375
949	155990	8210
950	156175	8046
951	156376	7884
952	156521	7719
953	156656	7553
954	156781	7387
955	156958	7224
956	157108	7059
957	157221	6892
958	157331	6726
959	157509	6562
960	157689	6399
961	157782	6232
962	157974	6069
963	158095	5903
964	158309	5741
965	158436	5576
966	158582	5411
967	158733	5247
968	158871	5082
969	159025	4918
970	159185	4754
971	159378	4591
972	159600	4428
973	159686	4262
974	159837	4098
975	160013	3934
976	160138	3769
977	160325	3606
978	160481	3442
979	160633	3278
980	160776	3113
981	160999	2951
982	161146	2786
983	161457	2625
984	161612	2461
985	161745	2296
986	161819	2131
987	161933	1966
988	162164	1803
989	162393	1640
990	162516	1475
991	162696	1312
992	162888	1148
993	162998	983
994	163190	820
995	163341	655
996	163486	491
997	163609	327
998	163735	163
999	163919	0
