iter	RMSE
0	681.214946
1	658.7220366
2	637.9413151
3	617.0230956
4	596.911254
5	578.87137
6	560.0489703
7	541.8215498
8	524.9416636
9	508.5471869
10	491.8004787
11	475.7771344
12	460.178963
13	445.3108921
14	432.1855556
15	418.1819833
16	404.6674208
17	392.3450424
18	379.911556
19	367.5737653
20	355.97923
21	345.0369918
22	334.0985664
23	323.3659594
24	312.886913
25	302.7641093
26	293.6182417
27	284.2499138
28	275.20373
29	266.9398702
30	259.4394411
31	251.3516131
32	243.4120878
33	235.7321288
34	228.6235217
35	221.6947312
36	214.6605029
37	208.0788434
38	201.77216
39	195.8913751
40	189.8381466
41	184.0840072
42	178.4859688
43	173.0460148
44	167.8478583
45	162.9120855
46	158.1966729
47	153.4944772
48	148.9388404
49	144.5566388
50	140.3077218
51	136.1826445
52	132.2031053
53	128.3537577
54	124.8152238
55	121.2156346
56	117.8993065
57	114.6940193
58	111.4973547
59	108.429696
60	105.5092138
61	102.6446142
62	99.9506074
63	97.30628683
64	94.81162505
65	92.4396767
66	90.22275571
67	87.9537832
68	85.79964192
69	83.78595717
70	81.72673324
71	79.84346064
72	77.9881052
73	76.30941639
74	74.58014386
75	72.99193087
76	71.43626486
77	69.97719079
78	68.5270209
79	67.15812884
80	65.85618699
81	64.61174254
82	63.3081167
83	62.12785982
84	60.9695825
85	59.96890644
86	59.02140108
87	58.05460219
88	57.08878846
89	56.18077872
90	55.33892921
91	54.57438096
92	53.73261888
93	52.96185518
94	52.18455554
95	51.40683566
96	50.77154666
97	50.10968973
98	49.51983253
99	48.98070175
100	48.39787603
101	47.86335782
102	47.33989341
103	46.76672253
104	46.34424821
105	45.88861635
106	45.43936639
107	44.98405653
108	44.6012242
109	44.21142263
110	43.81527426
111	43.50504514
112	43.18767549
113	42.86881253
114	42.56644588
115	42.29139534
116	42.01032571
117	41.718361
118	41.40824934
119	41.09786684
120	40.88514309
121	40.56976484
122	40.31411927
123	40.07367102
124	39.84756522
125	39.62031746
126	39.36988821
127	39.15633644
128	38.97714115
129	38.79596995
130	38.55074844
131	38.38123077
