iter	Passed	Remaining
472	25353	28247
473	25399	28186
474	25444	28122
475	25490	28061
476	25532	27995
477	25578	27932
478	25625	27872
479	25669	27808
480	25721	27753
481	25766	27690
482	25815	27632
483	25861	27570
484	25905	27508
485	25953	27448
486	25994	27382
487	26040	27320
488	26084	27257
489	26129	27195
490	26168	27128
491	26212	27064
492	26260	27005
493	26304	26943
494	26345	26877
495	26392	26818
496	26445	26765
497	26487	26700
498	26533	26639
499	26580	26580
500	26622	26515
501	26668	26456
502	26710	26391
503	26759	26334
504	26805	26275
505	26845	26208
506	26892	26150
507	26938	26090
508	26980	26026
509	27022	25962
510	27075	25909
511	27115	25844
512	27157	25781
513	27203	25721
514	27245	25658
515	27291	25598
516	27360	25561
517	27413	25508
518	27459	25448
519	27501	25385
520	27539	25319
521	27582	25257
522	27625	25196
523	27668	25133
524	27716	25077
525	27765	25020
526	27809	24960
527	27854	24899
528	27904	24845
529	27947	24783
530	27995	24727
531	28036	24663
532	28077	24600
533	28120	24539
534	28179	24492
535	28230	24438
536	28276	24379
537	28319	24319
538	28370	24264
539	28418	24208
540	28465	24150
541	28509	24091
542	28552	24030
543	28597	23971
544	28646	23915
545	28685	23852
546	28733	23796
547	28779	23737
548	28821	23677
549	28880	23629
550	28952	23592
551	29007	23542
552	29061	23490
553	29112	23436
554	29159	23380
555	29206	23323
556	29252	23265
557	29302	23210
558	29344	23150
559	29384	23087
560	29427	23028
561	29472	22969
562	29513	22908
563	29559	22850
564	29608	22795
565	29650	22735
566	29694	22676
567	29737	22617
568	29779	22557
569	29820	22496
570	29863	22437
571	29910	22380
572	29958	22324
573	29999	22264
574	30041	22204
575	30082	22144
576	30129	22087
577	30167	22025
578	30215	21970
579	30266	21917
580	30307	21857
581	30355	21801
582	30396	21741
583	30436	21680
584	30477	21620
585	30519	21561
586	30557	21499
587	30614	21450
588	30656	21392
589	30702	21335
590	30747	21278
591	30797	21225
592	30841	21167
593	30889	21113
594	30933	21055
595	30971	20994
596	31017	20938
597	31060	20880
598	31104	20822
599	31146	20764
600	31189	20706
601	31257	20665
602	31312	20615
603	31360	20560
604	31437	20525
605	31490	20473
606	31534	20417
607	31581	20361
608	31625	20304
609	31670	20248
610	31715	20192
611	31756	20133
612	31800	20076
613	31844	20019
614	31887	19962
615	31928	19903
616	31974	19848
617	32019	19792
618	32062	19734
619	32104	19677
620	32146	19619
621	32193	19564
622	32251	19516
623	32302	19464
624	32352	19411
625	32401	19357
626	32455	19307
627	32501	19252
628	32547	19197
629	32596	19144
630	32644	19090
631	32692	19035
632	32741	18983
633	32789	18929
634	32831	18871
635	32876	18816
636	32918	18759
637	32961	18702
638	33003	18645
639	33045	18587
640	33090	18532
641	33135	18477
642	33180	18422
643	33226	18367
644	33266	18309
645	33307	18251
646	33349	18195
647	33390	18137
648	33432	18081
649	33473	18024
650	33523	17971
651	33578	17922
652	33622	17866
653	33666	17811
654	33711	17756
655	33755	17700
656	33794	17642
657	33838	17587
658	33881	17531
659	33924	17476
660	33974	17424
661	34015	17367
662	34056	17310
663	34103	17257
664	34174	17215
665	34234	17168
666	34277	17113
667	34322	17058
668	34369	17004
669	34410	16948
670	34450	16891
671	34490	16834
672	34533	16779
673	34573	16722
674	34616	16667
675	34657	16610
676	34700	16555
677	34748	16502
678	34791	16447
679	34838	16394
680	34888	16342
681	34934	16289
682	34974	16232
683	35013	16175
684	35063	16123
685	35112	16072
686	35158	16018
687	35196	15961
688	35242	15907
689	35284	15852
690	35328	15798
691	35370	15742
692	35411	15687
693	35485	15646
694	35529	15592
695	35570	15536
696	35613	15481
697	35660	15429
698	35708	15376
699	35753	15323
700	35797	15268
701	35842	15215
702	35889	15162
703	35934	15108
704	35980	15055
705	36027	15002
706	36078	14951
707	36122	14898
708	36165	14843
709	36213	14791
710	36254	14736
711	36302	14684
712	36348	14631
713	36392	14577
714	36434	14522
715	36481	14470
716	36523	14415
717	36561	14360
718	36608	14307
719	36650	14252
720	36693	14198
721	36734	14144
722	36776	14089
723	36815	14034
724	36867	13984
725	36909	13929
726	36950	13875
727	36998	13823
728	37041	13769
729	37090	13718
730	37135	13665
731	37177	13611
732	37219	13557
733	37274	13508
734	37340	13462
735	37389	13411
736	37438	13359
737	37490	13309
738	37537	13257
739	37585	13205
740	37637	13155
741	37684	13103
742	37724	13048
743	37765	12994
744	37807	12940
745	37859	12890
746	37902	12837
747	37948	12784
748	37990	12731
749	38039	12679
750	38086	12627
751	38127	12573
752	38167	12519
753	38207	12465
754	38252	12413
755	38299	12361
756	38348	12309
757	38388	12256
758	38439	12205
759	38482	12152
760	38528	12100
761	38575	12048
762	38623	11997
763	38666	11943
764	38714	11892
765	38758	11840
766	38798	11786
767	38839	11732
768	38879	11678
769	38920	11625
770	38961	11572
771	39004	11519
772	39044	11465
773	39094	11415
774	39143	11364
775	39187	11311
776	39228	11258
777	39268	11205
778	39316	11154
779	39362	11102
780	39431	11057
781	39494	11010
782	39561	10964
783	39626	10917
784	39679	10867
785	39727	10816
786	39773	10764
787	39817	10712
788	39865	10661
789	39912	10609
790	39972	10561
791	40036	10514
792	40090	10464
793	40151	10417
794	40208	10368
795	40258	10317
796	40312	10267
797	40363	10217
798	40408	10165
799	40461	10115
800	40511	10064
801	40560	10013
802	40610	9963
803	40661	9912
804	40711	9861
805	40771	9813
806	40819	9762
807	40870	9711
808	40917	9660
809	40970	9610
810	41019	9559
811	41070	9509
812	41111	9456
813	41158	9404
814	41206	9353
815	41254	9302
816	41297	9250
817	41338	9197
818	41383	9145
819	41428	9094
820	41471	9041
821	41515	8989
822	41563	8938
823	41607	8887
824	41649	8834
825	41692	8782
826	41736	8730
827	41779	8678
828	41823	8626
829	41874	8576
830	41913	8523
831	41958	8472
832	42003	8420
833	42044	8368
834	42084	8316
835	42127	8264
836	42171	8212
837	42213	8160
838	42255	8108
839	42296	8056
840	42345	8005
841	42406	7957
842	42465	7908
843	42513	7857
844	42565	7807
845	42608	7756
846	42661	7706
847	42707	7655
848	42754	7604
849	42798	7552
850	42839	7500
851	42881	7448
852	42923	7397
853	42963	7345
854	43003	7292
855	43046	7241
856	43095	7190
857	43136	7139
858	43177	7087
859	43222	7036
860	43265	6984
861	43310	6933
862	43358	6883
863	43407	6832
864	43450	6781
865	43497	6730
866	43537	6678
867	43609	6631
868	43655	6580
